"mjd","residual"
57734.4857642689,894421.691895
57734.4857653063,1126219.848633
57734.4857663416,1188389.282227
57734.4857673722,835366.333008
57734.485768406,763457.092285
57734.4857694385,577044.250488
57734.4857704739,638296.386719
57734.485771507,507836.883545
57734.4857725403,386094.268799
57734.4857735778,638246.032715
57734.4857746162,958055.297852
57734.4857756472,645554.016113
57734.4857766812,589082.885742
57734.4857777153,543560.48584
57734.4857787562,1080719.848633
57734.4857797876,800931.274414
57734.4857808203,630577.575684
57734.4857818565,761658.630371
57734.4857828893,602123.718262
57734.4857839152,-154424.407959
57734.4857849582,567801.879883
57734.4857859919,488923.675537
57734.4857870251,362184.753418
57734.4857880622,576204.040527
57734.4857890961,510459.472656
57734.4857901308,510983.978271
57734.4857911658,537509.521484
57734.4857921949,63591.819763
57734.4857932345,489764.801025
57734.4857942734,852488.15918
57734.4857953036,472198.730469
57734.485796336,274176.574707
57734.4857973743,587699.279785
57734.4857994483,997822.631836
57734.4858004881,1436254.150391
57734.4858015163,880570.19043
57734.4858025488,698025.634766
57734.4858035834,697427.79541
57734.4858046172,620343.87207
57734.4858056483,312561.401367
57734.4858066837,377504.608154
57734.4858077244,897579.467773
57734.4858087604,1018622.192383
57734.4858097942,939494.567871
57734.48581083,1038226.196289
57734.4858118595,595408.508301
57734.4858128978,914976.989746
57734.4858139274,471836.090088
57734.4858149659,808683.776855
57734.485816005,1194103.637695
57734.4858170346,756289.18457
57734.4858180746,1218829.956055
57734.485819104,763800.964355
57734.4858201376,669392.211914
57734.4858211719,642182.434082
57734.4858222022,265291.900635
57734.4858232435,837111.38916
57734.4858242752,583906.188965
57734.485825309,508251.00708
57734.4858263463,740471.679688
57734.4858273799,645550.354004
57734.4858284179,935696.350098
57734.4858294514,842541.687012
57734.485830481,402367.004395
57734.4858315178,588775.146484
57734.4858325536,687595.581055
57734.4858335883,687943.29834
57734.4858346225,656085.510254
57734.4858356558,537322.021484
57734.4858366887,382498.840332
57734.4858377202,114119.117737
57734.4858387659,1069397.705078
57734.4858397908,223258.590698
57734.4858408266,326902.618408
57734.4858418597,186609.024048
57734.4858429,672019.836426
57734.4858439311,371149.658203
57734.4858449634,164327.514648
57734.4858460056,817378.601074
57734.4858470388,693940.063477
57734.4858480724,601234.313965
57734.4858491065,551181.213379
57734.4858501394,405448.516846
57734.4858511758,553409.545898
57734.4858522091,437638.305664
57734.4858532447,521715.637207
57734.4858542796,540552.490234
57734.4858553112,273792.053223
57734.4858563516,771517.822266
57734.4858573868,817507.385254
57734.4858584201,704034.118652
57734.4858594546,685609.558105
57734.4858604887,640785.766602
57734.4858615219,515524.902344
57734.4858625593,756078.552246
57734.4858635883,266517.852783
57734.4858646217,155238.067627
57734.4858656561,136604.278564
57734.4858666956,557888.427734
57734.4858677311,625182.312012
57734.4858687736,1306008.056641
57734.4858698043,962387.451172
57734.4858708351,631981.079102
57734.4858718776,1310611.816406
57734.4858729059,761106.079102
57734.4858739359,362282.501221
57734.4858749808,1245748.168945
57734.4858760068,494218.719482
57734.485877043,632153.869629
57734.485878077,576461.914062
57734.4858791122,621824.279785
57734.4858801478,701066.040039
57734.4858811835,790862.854004
57734.4858822149,515925.354004
57734.4858832528,788202.026367
57734.4858842847,557525.756836
57734.4858853208,676041.015625
57734.4858863545,599151.672363
57734.4858873877,469990.631104
57734.4858884228,509349.517822
57734.4858894538,195770.980835
57734.4858905023,1387657.226562
57734.4858915263,466594.360352
57734.48589256,389385.131836
57734.485893598,680980.34668
57734.4858946339,785388.244629
57734.4858956668,635010.559082
57734.4858966991,430190.704346
57734.4858977365,669205.078125
57734.4858987696,534635.253906
57734.4858998074,806723.510742
57734.4859008402,642856.201172
57734.4859018715,359526.519775
57734.4859029094,638984.130859
57734.4859039452,738411.254883
57734.485904978,571788.818359
57734.4859060115,474007.598877
57734.4859070448,355872.833252
57734.4859080797,380442.901611
57734.4859091135,306522.857666
57734.485910147,207685.470581
57734.4859111877,732456.726074
57734.4859122215,659409.912109
57734.4859132546,521543.884277
57734.4859142848,133805.099487
57734.4859153185,53024.829865
57734.4859163561,305893.52417
57734.4859173948,661406.12793
57734.4859184252,290494.293213
57734.4859194656,789551.940918
57734.4859204989,675079.528809
57734.485921531,449831.085205
57734.4859225686,706451.538086
57734.4859235986,300976.44043
57734.4859246381,717590.454102
57734.485925674,828013.793945
57734.4859267083,799812.194824
57734.4859277389,449377.624512
57734.4859287755,619862.731934
57734.4859298083,459985.565186
57734.4859308377,5628.762245
57734.4859318734,94402.793884
57734.4859329147,672299.987793
57734.4859339426,85934.547424
57734.4859349799,314146.66748
57734.4859360163,464274.505615
57734.4859370588,1138239.135742
57734.4859380869,576647.033691
57734.485939125,876833.007812
57734.4859401582,751459.594727
57734.4859411854,102505.615234
57734.4859422263,643790.039062
57734.4859432608,628477.294922
57734.485944295,591718.444824
57734.4859453324,831195.739746
57734.485946365,649718.62793
57734.4859473953,277157.440186
57734.4859484275,68170.631409
57734.4859494605,-81100.036621
57734.4859505032,615294.006348
57734.4859515344,315354.3396
57734.4859525703,425957.824707
57734.4859536085,729180.419922
57734.4859546413,576254.150391
57734.4859556709,138368.545532
57734.4859567052,105707.366943
57734.4859577398,104264.808655
57734.4859587812,679784.362793
57734.4859598132,455138.580322
57734.4859608519,804793.579102
57734.4859618804,274550.292969
57734.4859629142,202058.624268
57734.4859639531,567712.95166
57734.4859649839,233362.945557
57734.4859660189,266845.76416
57734.4859670628,1059915.283203
57734.4859680877,219158.935547
57734.4859691293,821422.180176
57734.4859701652,926497.98584
57734.4859711964,625317.749023
57734.4859722351,981029.846191
57734.4859732662,669545.776367
57734.4859742974,374140.777588
57734.4859753331,466437.438965
57734.4859763698,639327.758789
57734.4859774047,663217.651367
57734.4859784415,847759.521484
57734.4859794733,600659.851074
57734.48598051,778545.654297
57734.4859815457,870647.094727
57734.4859825793,781417.96875
57734.4859836106,490779.571533
57734.4859846454,504457.611084
57734.4859856812,596920.959473
57734.4859867159,604402.160645
57734.4859877505,599160.644531
57734.4859887849,576471.984863
57734.4859898151,198194.366455
57734.4859908569,809930.175781
57734.4859918903,700196.105957
57734.4859929255,747232.971191
57734.4859939529,125195.480347
57734.4859949947,736116.577148
57734.4859960274,574645.263672
57734.4859970621,574654.35791
57734.4859980977,661779.663086
57734.4859991342,815776.428223
57734.486000171,1003745.605469
57734.4860011987,402669.250488
57734.4860022342,477077.606201
57734.4860032703,601806.213379
57734.4860043011,270689.910889
57734.486005345,1061968.75
57734.486006372,408237.457275
57734.4860074122,881715.698242
57734.4860084443,660341.918945
57734.4860094771,501325.714111
57734.4860105129,605171.691895
57734.4860115502,834530.944824
57734.4860125835,715718.078613
57734.4860136192,802623.10791
57734.4860146521,653673.278809
57734.4860156882,781246.09375
57734.4860167206,580496.459961
57734.4860177576,782742.431641
57734.486018784,70595.89386
57734.4860198251,628801.086426
57734.4860208575,435681.82373
57734.486021892,424418.365479
57734.4860229325,927069.091797
57734.486023966,832500.732422
57734.4860249996,740334.533691
57734.4860260336,679171.508789
57734.4860270688,725035.522461
57734.4860281017,579107.60498
57734.4860291347,433913.848877
57734.4860301694,438680.084229
57734.4860312044,465233.795166
57734.4860322397,523289.855957
57734.4860332753,603939.819336
57734.4860343084,474355.316162
57734.4860353422,397291.931152
57734.4860363788,564588.07373
57734.4860374105,309015.960693
57734.4860384448,280340.362549
57734.4860394771,79888.511658
57734.4860405122,120038.200378
57734.4860415487,277598.297119
57734.4860425905,892818.115234
57734.4860436152,34551.9104
57734.486044654,394960.144043
57734.4860456889,414805.633545
57734.4860467281,807979.187012
57734.486047761,651306.57959
57734.4860487968,754754.516602
57734.4860498318,787503.540039
57734.486050869,1007621.276855
57734.4860518996,653019.165039
57734.486052934,632271.240234
57734.4860539711,845028.503418
57734.486055007,952037.658691
57734.4860560442,1167775.146484
57734.4860570742,767767.944336
57734.486058114,1210210.449219
57734.4860591445,856803.894043
57734.4860601769,660260.742188
57734.4860612187,1279820.556641
57734.486062244,474458.190918
57734.4860632767,299347.961426
57734.4860643163,731196.594238
57734.486065351,733239.562988
57734.486066384,587274.291992
57734.4860674198,685782.531738
57734.4860684553,757965.820312
57734.4860694903,791864.440918
57734.4860705219,529454.833984
57734.4860715598,806292.541504
57734.4860725905,465124.572754
57734.4860736286,762277.526855
57734.4860746606,537904.35791
57734.4860757016,1082213.623047
57734.4860767313,654107.543945
57734.4860777675,793647.583008
57734.4860787992,531656.188965
57734.4860798318,355916.046143
57734.4860808692,598413.208008
57734.4860819044,640030.517578
57734.4860829333,144808.547974
57734.4860839683,177331.756592
57734.4860850025,139419.876099
57734.4860860446,777726.318359
57734.4860870746,376667.236328
57734.4860881129,690878.356934
57734.4860891482,745769.042969
57734.4860901786,383646.179199
57734.4860912173,733029.663086
57734.4860922484,421723.022461
57734.4860932903,1048076.293945
57734.4860943244,998314.331055
57734.4860953532,494211.456299
57734.4860963865,378292.510986
57734.4860974208,354202.11792
57734.4860984648,1158572.387695
57734.4860994929,591811.340332
57734.4861005271,549915.100098
57734.4861015645,788520.751953
57734.486102597,599417.785645
57734.48610363,463099.945068
57734.4861046712,1023838.07373
57734.4861056976,314161.346436
57734.4861067304,152884.277344
57734.4861077727,811195.800781
57734.4861088046,573285.27832
57734.4861098417,787167.907715
57734.4861108752,690622.680664
57734.4861119095,654015.136719
57734.4861129409,373666.046143
57734.486113977,499910.369873
57734.4861150122,546796.203613
57734.4861160483,671705.566406
57734.4861170851,859842.102051
57734.4861181149,439984.466553
57734.4861191531,743802.67334
57734.4861201875,723192.626953
57734.4861212189,441934.539795
57734.4861222526,363019.866943
57734.4861232895,557469.665527
57734.4861243275,841031.494141
57734.4861253585,525531.555176
57734.4861263925,471351.287842
57734.4861274281,551966.308594
57734.4861284652,766786.499023
57734.4861295022,970360.778809
57734.4861305314,498607.696533
57734.4861315694,787826.477051
57734.4861326019,598738.830566
57734.4861336361,562825.866699
57734.4861346749,919285.949707
57734.4861357086,834514.526367
57734.4861367409,632428.955078
57734.4861377764,710037.963867
57734.4861388103,642747.314453
57734.4861398471,829095.703125
57734.48614088,679058.410645
57734.4861419184,1003534.423828
57734.4861429484,600295.715332
57734.4861439809,409396.66748
57734.4861450185,662678.649902
57734.4861460565,953923.64502
57734.4861470915,983317.993164
57734.4861481151,33896.968842
57734.4861491525,271895.965576
57734.4861501909,589228.33252
57734.4861512334,1269291.503906
57734.486152258,406079.528809
57734.4861532929,425521.484375
57734.4861543299,627077.209473
57734.4861553592,164411.239624
57734.4861563897,-195508.407593
57734.4861574362,830881.408691
57734.4861584627,123317.626953
57734.4861594977,158030.334473
57734.4861605394,761771.972656
57734.4861615699,400567.596436
57734.4861626056,491572.20459
57734.4861636377,271851.104736
57734.4861646725,288829.040527
57734.4861657118,685089.84375
57734.4861667446,531229.370117
57734.4861677783,441811.157227
57734.4861688126,412485.107422
57734.4861698523,846378.540039
57734.4861708874,887198.364258
57734.4861719154,314255.828857
57734.4861729502,331126.495361
57734.4861739875,554079.040527
57734.486175021,458863.861084
57734.4861760535,269884.643555
57734.4861770897,403218.048096
57734.4861781289,799434.448242
57734.4861791606,538111.26709
57734.486180198,782036.560059
57734.4861812279,367665.588379
57734.4861822646,548442.749023
57734.4861833005,652349.67041
57734.4861843412,1176283.569336
57734.4861853703,693885.742188
57734.4861864057,759619.20166
57734.4861874417,879135.314941
57734.4861884771,941761.59668
57734.486189511,877636.962891
57734.4861905465,950805.053711
57734.4861915761,513162.719727
57734.4861926085,318617.828369
57734.4861936485,777231.933594
57734.4861946828,751459.106445
57734.4861957142,467759.613037
57734.4861967479,383946.624756
57734.4861977929,1275895.385742
57734.4861988226,853441.650391
57734.4861998525,446175.079346
57734.4862008821,9402.891159
57734.4862019199,280817.962646
57734.4862029554,350634.70459
57734.4862039887,237897.994995
57734.4862050244,322406.097412
57734.4862060608,474491.790771
57734.4862070946,404624.725342
57734.4862081332,740836.303711
57734.4862091587,-49118.434906
57734.486210194,4847.846508
57734.4862112408,1059964.599609
57734.4862122675,369351.623535
57734.4862133088,943544.799805
57734.4862143439,983779.663086
57734.4862153697,215418.731689
57734.4862164087,596874.816895
57734.4862174464,860317.443848
57734.4862184802,785188.659668
57734.4862195131,636321.472168
57734.4862205544,1206505.493164
57734.4862215828,670190.979004
57734.486222615,455831.176758
57734.4862236512,585527.709961
57734.4862246895,907061.950684
57734.4862257178,352872.98584
57734.4862267542,504953.491211
57734.4862277929,851024.597168
57734.4862288278,874821.594238
57734.4862298639,999694.213867
57734.4862308944,639642.822266
57734.4862319263,405077.819824
57734.486232962,495941.772461
57734.4862339961,452464.202881
57734.4862350315,511827.056885
57734.4862360682,689111.022949
57734.4862370968,169521.713257
57734.4862381365,602360.900879
57734.4862391694,450163.238525
57734.4862402154,1433470.458984
57734.4862412415,693652.770996
57734.4862422764,712285.827637
57734.4862433093,565235.595703
57734.4862443429,469955.169678
57734.4862453795,642736.694336
57734.4862464124,487341.766357
57734.4862474481,581399.597168
57734.4862484832,619607.60498
57734.4862495183,656869.873047
57734.4862505584,1123483.886719
57734.486251585,429385.5896
57734.4862526209,539226.196289
57734.4862536565,618299.987793
57734.4862546928,763025.512695
57734.4862557253,580258.422852
57734.4862567624,790300.354004
57734.4862578007,1100320.068359
57734.4862588273,405570.037842
57734.4862598648,653209.106445
57734.4862609006,755968.566895
57734.4862619306,354791.259766
57734.4862629744,1142431.030273
57734.4862639965,54019.66095
57734.4862650438,1148142.700195
57734.4862660658,53032.039642
57734.4862671083,733795.654297
57734.486268139,394799.713135
57734.4862691734,373975.524902
57734.486270205,109266.098022
57734.4862712431,408811.035156
57734.4862722777,404400.390625
57734.4862733116,331632.69043
57734.4862743439,135818.405151
57734.486275379,171603.179932
57734.4862764209,797095.458984
57734.4862774531,582583.129883
57734.4862784813,26987.159729
57734.4862795245,764648.986816
57734.4862805599,832980.59082
57734.4862815931,707947.937012
57734.4862826336,1210205.200195
57734.4862836636,811287.658691
57734.4862846987,841967.285156
57734.4862857313,672377.685547
57734.4862867632,432307.037354
57734.4862877966,325024.200439
57734.4862888381,911393.188477
57734.4862898661,336588.348389
57734.486290898,100484.008789
57734.4862919368,457602.172852
57734.4862929687,219572.418213
57734.4862940016,68148.406982
57734.4862950422,581043.457031
57734.4862960769,587674.438477
57734.4862971119,618308.71582
57734.4862981379,-124961.791992
57734.4862991759,164664.199829
57734.4863002194,925669.372559
57734.4863012559,1082016.723633
57734.4863022838,499880.828857
57734.4863033213,744042.602539
57734.4863043524,439237.39624
57734.4863053848,242583.587646
57734.4863064217,438403.259277
57734.486307457,498577.148438
57734.4863084892,282103.851318
57734.4863095245,340885.101318
57734.4863105625,626028.503418
57734.4863115954,477632.629395
57734.4863126293,410204.437256
57734.4863136713,1048554.077148
57734.4863147051,971574.279785
57734.486315741,1076853.271484
57734.4863167737,914499.450684
57734.4863178032,464270.080566
57734.4863188368,372580.9021
57734.4863198728,489462.402344
57734.4863209099,703812.866211
57734.4863219461,841136.474609
57734.4863229802,788356.140137
57734.4863240101,377377.227783
57734.4863250451,408994.110107
57734.4863260792,360097.351074
57734.4863271177,694117.248535
57734.4863281507,547511.901855
57734.4863291874,729782.531738
57734.4863302242,911307.922363
57734.4863312549,570895.568848
57734.486332289,520203.918457
57734.4863333189,114041.854858
57734.4863343512,-90914.955139
57734.4863353924,472096.618652
57734.4863364215,-3294.261694
57734.4863374573,93640.296936
57734.4863384951,364437.988281
57734.4863395325,602840.515137
57734.4863405667,567010.559082
57734.4863415966,156152.694702
57734.4863426371,664003.601074
57734.4863436701,514057.617188
57734.4863447067,687268.127441
57734.4863457369,305609.039307
57734.4863467711,261154.11377
57734.4863478118,784713.867188
57734.4863488405,270236.175537
57734.4863498808,754822.44873
57734.4863509134,583009.94873
57734.4863519453,342344.909668
57734.4863529827,580272.521973
57734.4863540158,449146.270752
57734.4863550499,396914.978027
57734.486356089,785220.153809
57734.4863571185,337279.602051
57734.4863581531,337281.707764
57734.4863591892,454734.008789
57734.4863602242,486471.313477
57734.4863612594,534801.452637
57734.4863622943,555208.251953
57734.4863633299,642016.113281
57734.4863643672,864292.419434
57734.4863653969,436414.916992
57734.4863664313,420438.140869
57734.4863674621,82889.060974
57734.4863684952,-45963.729858
57734.4863695283,-179427.474976
57734.4863705625,-222863.357544
57734.4863716027,254743.560791
57734.4863726391,412053.924561
57734.4863736739,424711.05957
57734.4863747088,437420.593262
57734.4863757413,255736.343384
57734.4863767731,9253.771782
57734.4863778179,882892.63916
57734.4863788422,-11300.569534
57734.4863798816,398840.240479
57734.4863809174,499859.619141
57734.4863819502,339598.846436
57734.4863829915,910506.835938
57734.4863840239,716380.493164
57734.4863850567,556788.269043
57734.486386091,531231.811523
57734.4863871266,609696.838379
57734.4863881603,530070.43457
57734.4863891981,797207.946777
57734.4863902295,516073.547363
57734.4863912712,1129596.801758
57734.4863923046,1016430.297852
57734.486393334,569596.374512
57734.4863943782,1387182.373047
57734.4863954019,445725.189209
57734.4863964358,376058.47168
57734.4863974699,332794.799805
57734.4863985101,807476.867676
57734.4863995425,617922.241211
57734.4864005736,314521.514893
57734.4864016112,561020.812988
57734.4864026489,828135.925293
57734.4864036817,667683.654785
57734.486404715,546867.004395
57734.4864057559,1086882.69043
57734.4864067833,463007.720947
57734.4864078239,980500.854492
57734.4864088509,316133.300781
57734.486409886,353596.801758
57734.4864109215,430290.588379
57734.486411966,1274775.390625
57734.4864129994,1169985.595703
57734.4864140263,499900.665283
57734.4864150607,475635.650635
57734.4864161012,981077.880859
57734.4864171352,929093.017578
57734.4864181629,328155.395508
57734.4864192027,775550.476074
57734.4864202352,582211.303711
57734.4864212768,1186267.578125
57734.48642231,1060679.077148
57734.4864233346,188870.849609
57734.4864243744,638415.649414
57734.4864254073,482719.818115
57734.4864264453,778524.902344
57734.4864274752,367169.73877
57734.486428508,204016.296387
57734.4864295512,941606.384277
57734.4864305821,618783.26416
57734.4864316139,372544.586182
57734.486432647,242247.756958
57734.4864336863,636988.464355
57734.4864347179,373096.557617
57734.4864357529,404873.382568
57734.4864367931,885513.61084
57734.4864378255,693150.878906
57734.4864388583,528821.777344
57734.4864398912,377249.450684
57734.4864409268,465005.615234
57734.4864419649,761820.861816
57734.486442992,109993.751526
57734.4864440311,491207.122803
57734.4864450638,321376.708984
57734.4864460977,257916.381836
57734.4864471311,148675.628662
57734.4864481679,332442.626953
57734.4864492038,440132.293701
57734.4864502408,641014.465332
57734.4864512824,1247539.794922
57734.4864523098,617877.563477
57734.4864533434,524396.240234
57734.4864543808,766561.035156
57734.4864554115,421547.515869
57734.4864564484,614241.638184
57734.486457484,699014.465332
57734.4864585182,658697.631836
57734.4864595521,591408.569336
57734.4864605875,656942.199707
57734.4864616234,762859.375
57734.486462655,501208.648682
57734.4864636901,546249.938965
57734.4864647263,671299.926758
57734.486465757,336019.989014
57734.4864668004,1086308.71582
57734.4864678249,210819.061279
57734.4864688631,517412.902832
57734.4864698981,545823.059082
57734.4864709331,582725.585938
57734.4864719715,905705.810547
57734.4864730106,1287042.602539
57734.4864740439,1171689.941406
57734.4864750701,440035.15625
57734.4864761071,643974.914551
57734.4864771447,900719.177246
57734.4864781758,587710.266113
57734.4864792096,516772.583008
57734.4864802427,385998.99292
57734.4864812785,485624.908447
57734.4864823102,229327.880859
57734.4864833463,350191.009521
57734.4864843829,515953.857422
57734.4864854181,567183.105469
57734.4864864516,463575.195312
57734.4864874864,481044.555664
57734.4864885214,510719.482422
57734.4864895542,346532.592773
57734.4864905906,502053.894043
57734.4864916252,497492.858887
57734.4864936956,592914.978027
57734.486494728,396707.580566
57734.4864957617,315758.453369
57734.4864967947,170809.799194
57734.4864978217,-488351.806641
57734.4864988676,478517.364502
57734.4864999025,507320.281982
57734.4865009339,223958.435059
57734.4865019709,425063.140869
57734.4865030042,311973.449707
57734.4865040413,519829.284668
57734.4865050722,194749.206543
57734.4865061066,176281.173706
57734.4865071484,790781.860352
57734.486508181,614188.659668
57734.4865092068,-153920.700073
57734.4865102507,644444.213867
57734.4865112835,483600.616455
57734.4865123192,581322.021484
57734.486513354,589014.587402
57734.4865143852,291430.511475
57734.48651542,307733.123779
57734.486516457,509110.50415
57734.4865174891,289486.846924
57734.4865185231,228856.658936
57734.4865195606,478252.01416
57734.4865205922,212561.508179
57734.486521628,313127.13623
57734.4865226643,456886.901855
57734.4865237022,730881.835938
57734.4865247352,596818.17627
57734.4865257698,590684.387207
57734.4865268015,336085.05249
57734.4865278366,369745.269775
57734.4865288726,490775.695801
57734.4865299135,1027153.442383
57734.4865309445,708662.475586
57734.4865319788,685239.746094
57734.4865330173,1015795.288086
57734.4865340536,1151576.782227
57734.4865350851,887321.044922
57734.4865361126,263986.297607
57734.4865371534,797895.751953
57734.4865381892,892733.032227
57734.4865392215,689007.995605
57734.4865402584,889807.495117
57734.4865412924,827944.641113
57734.486542325,655014.404297
57734.4865433574,454423.461914
57734.486544391,371543.457031
57734.4865454251,317408.813477
57734.486546463,599768.920898
57734.4865474955,412180.175781
57734.4865485344,782645.568848
57734.4865495635,304180.57251
57734.486550601,548485.473633
57734.486551631,150440.139771
57734.4865526673,289933.013916
57734.4865537057,613634.155273
57734.4865547399,568212.82959
57734.4865557746,572844.787598
57734.4865568123,842929.260254
57734.4865578446,634804.321289
57734.4865588768,421488.067627
57734.4865599151,740355.224609
57734.4865609509,835371.704102
57734.4865619825,573380.981445
57734.4865630184,684690.368652
57734.4865640527,650315.795898
57734.4865650892,808172.729492
57734.486566119,397694.488525
57734.4865671589,845393.859863
57734.4865681887,426687.683105
57734.48656922,136730.026245
57734.486570257,337067.810059
57734.4865712916,333868.988037
57734.4865723303,680856.201172
57734.4865733594,208298.843384
57734.4865743997,696854.125977
57734.4865754306,372712.310791
57734.4865764678,586108.093262
57734.4865775025,593489.013672
57734.4865785379,657746.887207
57734.4865795703,465151.519775
57734.4865806072,659129.150391
57734.4865816388,391693.725586
57734.4865826748,508563.293457
57734.4865837054,157672.195435
57734.4865847456,638122.131348
57734.4865857814,741868.164062
57734.4865868173,841647.644043
57734.4865878477,477484.985352
57734.4865888804,308583.251953
57734.4865899169,471236.541748
57734.4865909541,688312.37793
57734.4865919882,645380.79834
57734.486593023,651957.214355
57734.4865940568,582247.314453
57734.4865950861,123297.622681
57734.48659612,50492.49649
57734.4865971592,446951.812744
57734.4865981945,503059.753418
57734.4865992342,936997.680664
57734.4866002679,851928.466797
57734.4866012994,579113.098145
57734.4866023375,879920.959473
57734.4866033659,338511.352539
57734.4866044076,947452.209473
57734.4866054392,686505.004883
57734.4866064737,673750
57734.4866075108,885425.964355
57734.4866095792,806845.214844
57734.4866106117,619719.055176
57734.4866116463,616667.907715
57734.4866126788,430606.201172
57734.4866137181,829013.244629
57734.4866147477,392297.76001
57734.4866157877,856480.59082
57734.486616823,909867.492676
57734.4866178551,690752.13623
57734.4866188854,320037.200928
57734.4866199234,602104.736328
57734.4866209635,1078204.101562
57734.4866219908,442694.152832
57734.4866230249,394423.309326
57734.4866240612,536434.753418
57734.4866251009,974255.310059
57734.4866261311,588622.924805
57734.4866271718,1108159.179688
57734.4866282,551875.915527
57734.486629235,581355.041504
57734.4866302663,292550.384521
57734.4866313024,420884.033203
57734.4866323397,642170.10498
57734.4866333709,343597.53418
57734.4866344081,567740.722656
57734.4866354455,800820.495605
57734.4866364753,384764.312744
57734.4866375096,356563.934326
57734.4866385438,317633.239746
57734.486639577,187611.846924
57734.4866406124,254979.858398
57734.48664165,506413.05542
57734.4866426844,485916.351318
57734.4866437144,85678.756714
57734.486644755,602745.422363
57734.4866457847,175102.56958
57734.4866468184,92401.184082
57734.4866478581,522829.650879
57734.4866488985,1023419.921875
57734.4866499294,694697.387695
57734.4866509576,140980.834961
57734.4866519982,650748.22998
57734.4866530305,447146.606445
57734.486654066,527609.313965
57734.4866551006,518404.23584
57734.4866561306,121707.931519
57734.4866571661,190398.635864
57734.4866581995,84000.946045
57734.4866592402,603313.415527
57734.4866602714,308546.630859
57734.4866613115,773196.411133
57734.4866623428,485916.656494
57734.4866633767,424580.535889
57734.4866644133,593482.727051
57734.4866654464,457916.534424
57734.4866664865,925945.800781
57734.4866675162,499191.802979
57734.486668554,770135.070801
57734.4866695858,527240.661621
57734.4866706221,667245.178223
57734.4866716537,404974.060059
57734.4866726901,555650.695801
57734.486673722,314263.458252
57734.4866747585,477010.498047
57734.4866757873,-32019.832611
57734.4866768317,810905.639648
57734.4866778603,291419.281006
57734.4866788977,529931.762695
57734.4866799296,292095.977783
57734.4866809678,598960.021973
57734.4866820059,890349.060059
57734.4866830372,601449.951172
57734.4866840653,36632.736206
57734.4866851043,410315.856934
57734.4866861387,395046.569824
57734.4866871786,846873.657227
57734.4866882149,984501.464844
57734.4866892463,709507.263184
57734.4866902767,341380.218506
57734.4866913128,468235.534668
57734.4866923532,960694.641113
57734.4866933816,418544.494629
57734.4866944174,522975.952148
57734.4866954515,473247.86377
57734.4866964867,516875.793457
57734.4866975194,348320.220947
57734.4866985511,96200.279236
57734.4866995945,847080.01709
57734.4867006266,632438.659668
57734.4867016631,788820.922852
57734.4867026991,907613.708496
57734.4867037304,618671.203613
57734.4867047591,100928.794861
57734.4867057954,248622.650146
57734.4867068318,392000.88501
57734.4867078646,234473.770142
57734.4867089009,381136.59668
57734.4867099359,407120.697021
57734.4867109705,400664.581299
57734.4867120073,590579.711914
57734.4867130382,267070.861816
57734.4867140677,-176623.413086
57734.4867151056,98573.173523
57734.4867161416,213755.401611
57734.4867171761,204911.239624
57734.4867182118,295545.379639
57734.4867192537,918778.625488
57734.4867202783,53627.399445
57734.4867213133,82080.436707
57734.4867223506,312408.203125
57734.486723384,202764.846802
57734.4867254517,66935.966492
57734.4867264909,457265.808105
57734.486727521,59553.2341
57734.4867285603,464990.234375
57734.486729592,212205.703735
57734.4867306221,-179827.23999
57734.486731662,266638.85498
57734.4867326999,548801.025391
57734.486733731,241209.121704
57734.4867347682,457799.041748
57734.4867358008,281909.057617
57734.4867368332,88046.173096
57734.4867378696,245253.585815
57734.4867389062,409941.955566
57734.4867399434,625941.711426
57734.4867409768,525241.760254
57734.4867420125,614312.37793
57734.4867430413,104747.993469
57734.4867440808,522366.027832
57734.4867451169,652210.205078
57734.4867461511,608686.706543
57734.4867471894,921554.016113
57734.4867482165,275481.292725
57734.4867492498,157672.790527
57734.4867502847,180927.825928
57734.4867513199,227782.974243
57734.4867523539,166467.987061
57734.4867533887,180923.64502
57734.4867544234,185908.325195
57734.4867554544,-133113.067627
57734.486756497,552552.490234
57734.4867575321,595362.060547
57734.4867585661,537678.161621
57734.4867596017,624152.954102
57734.4867606323,273808.776855
57734.4867616686,408894.134521
57734.4867627076,787965.820312
57734.4867637371,339575.714111
57734.4867647682,36028.839111
57734.4867658089,557715.332031
57734.4867668451,689600.097656
57734.4867678785,583531.12793
57734.486768905,-116983.74939
57734.4867699447,314957.672119
57734.4867709807,432895.324707
57734.4867720177,638792.358398
57734.4867730496,396633.575439
57734.486774084,374690.39917
57734.4867751199,481938.812256
57734.4867761546,487071.502686
57734.4867771928,790597.412109
57734.486778226,667883.850098
57734.4867792628,855924.438477
57734.4867802916,351811.157227
57734.4867813282,512973.510742
57734.4867823598,251303.512573
57734.4867833959,381727.081299
57734.4867844314,448453.186035
57734.4867854729,1037722.77832
57734.4867864937,-149733.673096
57734.4867875379,669426.574707
57734.4867885654,56650.131226
57734.4867896061,573522.521973
57734.4867906383,363051.177979
57734.4867916737,429655.36499
57734.4867927133,854842.285156
57734.4867937423,365432.617188
57734.4867947771,379516.601562
57734.4867958126,452567.016602
57734.4867968439,159926.879883
57734.4867978757,-83920.394897
57734.4867989176,545718.383789
57734.4867999555,824014.770508
57734.4868009807,2806.758881
57734.4868020218,563171.630859
57734.4868030523,203961.31897
