"mjd","residual"
57734.4699144181,445566.619873
57734.4699154556,688348.571777
57734.4699164877,470265.563965
57734.4699175233,548030.944824
57734.4699185577,528605.529785
57734.4699195951,763840.332031
57734.4699206272,544755.79834
57734.469921663,644113.098145
57734.4699226927,213276.855469
57734.4699237312,549475.097656
57734.4699247652,493684.47876
57734.4699258015,636272.399902
57734.4699268346,501053.466797
57734.469927868,395101.379395
57734.4699289041,517488.647461
57734.4699299406,677716.918945
57734.4699309739,558126.89209
57734.469932005,256545.043945
57734.4699330427,515421.630859
57734.4699340788,640518.676758
57734.469935118,1034302.001953
57734.4699361506,853194.580078
57734.4699371836,715164.123535
57734.4699382167,578638.122559
57734.46993925,462331.970215
57734.4699402873,691804.077148
57734.4699413235,821698.669434
57734.4699423542,479245.20874
57734.4699433943,955717.651367
57734.4699444281,876250.732422
57734.4699454568,368185.058594
57734.4699464914,361528.35083
57734.4699475268,422471.710205
57734.469948564,648441.40625
57734.4699496005,805469.665527
57734.4699506334,654395.751953
57734.4699516684,684567.810059
57734.4699527038,745664.001465
57734.4699537392,812999.328613
57734.4699547733,761609.49707
57734.4699558067,658729.980469
57734.4699568412,645843.383789
57734.4699578812,1105699.707031
57734.4699589131,867197.021484
57734.4699599474,837336.975098
57734.4699609822,851494.07959
57734.4699620208,1191631.347656
57734.4699630527,955111.633301
57734.4699640811,415284.393311
57734.4699651159,426762.634277
57734.4699661557,870421.630859
57734.4699671922,1027939.208984
57734.4699682234,729833.80127
57734.4699692589,802107.055664
57734.4699702945,883026.733398
57734.4699713319,1120900.512695
57734.4699723624,764900.390625
57734.4699733966,729800.415039
57734.4699744313,725983.398438
57734.4699754669,812109.069824
57734.4699765033,958263.671875
57734.469977539,1048478.881836
57734.4699785687,621284.057617
57734.4699796034,633087.097168
57734.4699806414,920722.900391
57734.4699816783,1109066.650391
57734.4699827071,607285.400391
57734.4699837387,341605.773926
57734.4699847761,583467.285156
57734.4699858157,1005804.870605
57734.4699868504,1010596.374512
57734.46998788,572207.15332
57734.4699889134,467621.643066
57734.4699899479,453703.369141
57734.4699909893,1033538.574219
57734.4699920214,813847.351074
57734.4699930558,792522.644043
57734.4699940868,475483.734131
57734.4699951242,712360.168457
57734.4699961564,508298.522949
57734.4699971892,341866.424561
57734.46999823,871220.275879
57734.4699992657,963647.583008
57734.4700002982,780948.364258
57734.4700013335,838864.196777
57734.4700023644,512676.391602
57734.4700033967,305460.296631
57734.4700044325,409398.864746
57734.4700054734,950641.784668
57734.4700065013,362290.710449
57734.4700075411,804390.50293
57734.4700085782,1019185.424805
57734.4700096095,728295.837402
57734.4700106417,515885.437012
57734.4700116767,545609.802246
57734.4700127141,781431.945801
57734.470013749,806148.681641
57734.4700147827,724138.366699
57734.4700158242,1316809.448242
57734.4700168458,190097.442627
57734.470017883,411565.917969
57734.4700189189,517657.836914
57734.4700199607,1133468.139648
57734.4700209913,784632.8125
57734.4700220242,632942.016602
57734.4700230632,1005415.588379
57734.4700240934,619871.582031
57734.4700251273,554088.623047
57734.4700261705,1298905.761719
57734.470027197,592165.100098
57734.470028227,187242.218018
57734.4700292694,862686.889648
57734.4700303014,631320.19043
57734.4700313303,133796.325684
57734.4700323697,548147.705078
57734.4700334021,350263.549805
57734.4700344406,678169.189453
57734.4700354744,606286.132812
57734.4700365078,498131.103516
57734.4700375479,967799.682617
57734.4700385743,254678.634644
57734.470039614,690148.010254
57734.4700406421,132236.724854
57734.4700416862,941284.545898
57734.4700427163,554081.665039
57734.4700437501,476266.845703
57734.470044787,670518.493652
57734.4700458193,463629.364014
57734.4700468561,652641.052246
57734.4700478933,875100.097656
57734.4700489239,521617.675781
57734.4700499644,1022995.788574
57734.4700509921,429634.82666
57734.4700520328,945080.749512
57734.4700530569,37129.585266
57734.4700541008,836425.415039
57734.4700551371,982387.329102
57734.4700561692,758571.350098
57734.4700572029,680245.483398
57734.4700582372,647018.493652
57734.470060309,862751.281738
57734.4700613421,725361.51123
57734.4700623762,682706.420898
57734.4700634125,821462.82959
57734.4700644506,1122034.667969
57734.4700654797,640744.873047
57734.4700665217,1272810.791016
57734.4700675516,859806.640625
57734.4700685856,809569.763184
57734.4700696228,1023194.885254
57734.4700706545,774862.060547
57734.4700716889,752670.776367
57734.4700727239,781446.350098
57734.4700737555,513924.926758
57734.4700747936,814420.715332
57734.4700758313,1080599.243164
57734.4700768619,724519.836426
57734.4700778973,796062.011719
57734.4700789321,803268.432617
57734.4700799664,776692.382812
57734.4700809983,535678.161621
57734.4700820336,590321.166992
57734.4700830704,779587.70752
57734.4700841075,989697.20459
57734.4700851388,703822.998047
57734.4700861709,476059.783936
57734.4700872074,636402.709961
57734.4700882476,1113958.007812
57734.4700892787,813252.685547
57734.4700903151,958787.475586
57734.4700913529,1231664.428711
57734.4700923895,1403691.772461
57734.4700934161,709842.285156
57734.4700944524,845066.650391
57734.4700954878,916109.069824
57734.4700965171,453501.12915
57734.4700975675,1806547.363281
57734.4700985861,421384.552002
57734.4700996288,1122932.861328
57734.470100657,559751.953125
57734.4701016942,781210.266113
57734.4701027312,984866.149902
57734.470103762,649106.811523
57734.4701048005,983262.878418
57734.4701058333,826612.182617
57734.4701068704,1038057.495117
57734.4701078999,593958.312988
57734.4701089366,765708.92334
57734.4701099723,859355.041504
57734.4701110076,910753.540039
57734.4701120433,1003227.416992
57734.4701130756,799784.057617
57734.4701141103,808054.931641
57734.4701151441,732898.925781
57734.4701161796,806506.225586
57734.4701172113,546853.33252
57734.4701182483,753695.068359
57734.4701192822,690006.896973
57734.4701203198,945018.920898
57734.4701213477,357893.737793
57734.4701223786,38350.673676
57734.4701234135,55753.993988
57734.4701244569,813126.342773
57734.4701254904,715414.733887
57734.4701265243,647071.533203
57734.4701275583,587333.068848
57734.4701285953,793410.644531
57734.4701296292,729293.823242
57734.4701306604,433584.655762
57734.4701316993,798674.682617
57734.4701327342,814990.29541
57734.4701337693,859122.009277
57734.4701347997,486365.447998
57734.4701358363,658834.289551
57734.4701368695,535614.990234
57734.4701379079,853899.475098
57734.4701389388,528458.618164
57734.4701399707,291703.308105
57734.4701410067,413058.59375
57734.4701420452,742330.444336
57734.4701430776,552189.758301
57734.4701441129,606612.976074
57734.4701451488,710431.213379
57734.4701461859,924290.283203
57734.4701472226,1099686.767578
57734.4701482542,836875.244141
57734.4701492874,710155.334473
57734.4701503201,541050.292969
57734.4701513554,602746.459961
57734.4701523884,458061.981201
57734.4701534259,704952.392578
57734.4701544611,747606.323242
57734.4701554942,612674.804688
57734.4701565292,641673.950195
57734.4701575646,711878.356934
57734.4701586029,1022923.034668
57734.4701596349,795354.736328
57734.4701606685,700419.677734
57734.4701617037,753682.006836
57734.4701627354,498253.387451
57734.4701637713,601197.08252
57734.4701648031,358149.32251
57734.4701658387,436839.050293
57734.4701668699,143185.791016
57734.470167912,785012.145996
57734.4701689429,464563.720703
57734.4701699819,833914.489746
57734.4701710138,597923.339844
57734.4701720487,623286.193848
57734.4701730835,631837.463379
57734.4701741137,247780.700684
57734.4701751519,550383.300781
57734.4701761908,918540.344238
57734.4701772278,1119315.185547
57734.4701782555,520450.500488
57734.4701792946,903969.909668
57734.4701803275,759858.764648
57734.4701813645,960379.272461
57734.4701823992,962995.910645
57734.4701834334,923293.884277
57734.4701844653,681711.303711
57734.4701854936,135436.584473
57734.4701865323,489293.609619
57734.4701875687,635062.438965
57734.4701886091,1129577.270508
57734.4701896409,888785.522461
57734.4701906757,897884.94873
57734.470191708,701295.898438
57734.4701927451,907316.833496
57734.470193781,1014690.002441
57734.4701948098,510388.458252
57734.4701958477,793753.662109
57734.4701968815,717717.468262
57734.4701979113,299180.786133
57734.4701989505,691846.740723
57734.4701999845,632948.730469
57734.4702010136,154604.3396
57734.4702020551,745665.893555
57734.4702030946,1163206.90918
57734.4702041259,878671.020508
57734.4702051615,953504.455566
57734.4702061906,479578.887939
57734.4702072317,1030157.104492
57734.4702082678,1162250.244141
57734.470209301,1034946.777344
57734.4702103324,751510.864258
57734.4702113723,1207679.6875
57734.4702123988,498353.33252
57734.4702134421,1248765.625
57734.4702144756,1152913.208008
57734.4702155055,735223.449707
57734.470216541,812423.828125
57734.4702175751,762620.849609
57734.4702186092,717501.403809
57734.4702196482,1091914.18457
57734.4702206823,1041958.007812
57734.4702217121,622513.183594
57734.4702227421,228055.557251
57734.4702237712,-252581.893921
57734.4702248164,658018.188477
57734.4702258526,785162.780762
57734.4702268845,551107.727051
57734.4702279172,383299.346924
57734.4702289543,592163.94043
57734.4702299914,801184.753418
57734.470231027,883776.123047
57734.470232058,568969.360352
57734.470233091,431626.739502
57734.470234132,973761.535645
57734.4702351691,1182823.486328
57734.4702361969,597782.653809
57734.4702372275,244661.148071
57734.4702382684,782549.01123
57734.4702393056,1008529.418945
57734.4702403376,775013.366699
57734.4702413674,360345.855713
57734.4702424035,481895.111084
57734.4702434431,913610.595703
57734.4702444771,851459.228516
57734.4702455109,777490.478516
57734.4702465447,707372.924805
57734.4702475778,575575.134277
57734.4702486138,690046.99707
57734.4702496484,686387.451172
57734.4702506852,868074.157715
57734.4702517185,753523.742676
57734.4702527496,444288.726807
57734.4702537895,897199.951172
57734.4702548215,668166.381836
57734.4702558572,758635.498047
57734.4702568918,758990.05127
57734.4702579271,811591.186523
57734.4702589575,440782.958984
57734.4702599951,699511.535645
57734.470261029,637646.972656
57734.4702620678,993236.694336
57734.4702630981,618018.188477
57734.4702641319,541260.986328
57734.4702651683,694535.644531
57734.4702662033,723090.820312
57734.47026724,897032.775879
57734.4702682723,698275.390625
57734.4702693076,755215.942383
57734.4702703417,701035.461426
57734.4702713767,736146.66748
57734.4702724077,422545.501709
57734.4702734432,489146.087646
57734.470274476,335244.384766
57734.4702755104,314905.914307
57734.4702765484,603830.383301
57734.470277585,769683.532715
57734.4702786164,487025.20752
57734.4702796517,542242.614746
57734.4702806902,874715.026855
57734.470281725,883857.971191
57734.4702827539,394537.261963
57734.4702837889,417725.616455
57734.4702848237,434449.645996
57734.4702858701,1451474.975586
57734.4702868957,666402.099609
57734.4702879318,793882.8125
57734.4702889667,814435.60791
57734.4702899994,646488.40332
57734.4702910319,459037.29248
57734.4702920706,808139.038086
57734.470293108,1044527.099609
57734.470294139,731093.87207
57734.4702951767,993679.016113
57734.4702962058,512356.811523
57734.4702972426,702130.493164
57734.4702982774,712818.237305
57734.4702993139,870934.509277
57734.4703003467,707406.12793
57734.4703013815,720716.003418
57734.4703024155,664142.944336
57734.4703034521,833481.872559
57734.470304486,770067.321777
57734.470305521,797551.940918
57734.470306554,654856.994629
57734.4703075886,649793.457031
57734.4703086249,797196.044922
57734.4703096578,641371.704102
57734.4703106899,426152.313232
57734.4703117276,687676.147461
57734.4703127639,826576.843262
57734.470313793,346497.955322
57734.4703148285,422494.781494
57734.4703158744,1393860.473633
57734.4703169033,895572.44873
57734.4703179342,573318.115234
57734.4703189682,521276.000977
57734.4703200032,550535.827637
57734.4703210414,851674.133301
57734.4703220741,681769.958496
57734.4703231112,893391.174316
57734.4703241446,789394.53125
57734.470325177,592544.433594
57734.4703262101,457587.463379
57734.4703272449,470336.334229
57734.47032828,506392.39502
57734.4703293155,581985.046387
57734.4703303457,197867.050171
57734.4703313804,199611.114502
57734.4703324209,703895.629883
57734.4703334576,883091.674805
57734.4703344916,832328.186035
57734.4703355274,927483.276367
57734.4703365575,533526.245117
57734.4703375937,666338.623047
57734.4703386348,1223366.088867
57734.470339667,1014210.144043
57734.4703406984,733363.098145
57734.4703417352,920403.381348
57734.4703427634,363866.607666
57734.4703438058,1032545.654297
57734.4703448359,638594.299316
57734.4703458699,576426.696777
57734.4703469087,937639.648438
57734.4703479375,431791.046143
57734.4703489745,634604.309082
57734.4703500116,847698.974609
57734.4703510462,837510.437012
57734.4703520849,1188293.457031
57734.4703531123,561030.700684
57734.4703541508,900604.187012
57734.4703551865,986492.370605
57734.4703562169,618337.82959
57734.4703572556,965084.960938
57734.4703582846,485216.827393
57734.4703593193,483041.168213
57734.4703603539,480114.532471
57734.4703613932,885161.254883
57734.4703624241,561330.871582
57734.4703634621,845323.242188
57734.4703644933,549025.20752
57734.4703655298,707789.18457
57734.4703665584,186827.972412
57734.4703675982,627831.176758
57734.4703686339,720649.414062
57734.4703696684,707328.979492
57734.4703707017,589263.793945
57734.4703717347,450513.641357
57734.4703727748,916776.977539
57734.470373804,449373.962402
57734.4703748317,-151721.939087
57734.4703758773,790595.88623
57734.4703769156,1103692.260742
57734.4703779459,733983.276367
57734.4703789841,1036251.586914
57734.470380011,369080.322266
57734.4703810492,672650.146484
57734.4703820829,596226.928711
57734.4703831175,585568.42041
57734.4703841508,473413.665771
57734.4703851834,299297.790527
57734.470386227,1063023.925781
57734.4703872603,947257.324219
57734.4703882901,528695.251465
57734.4703893278,793069.763184
57734.4703903665,1146536.376953
57734.4703913975,824393.676758
57734.4703924318,793777.404785
57734.470393463,501708.526611
57734.4703945,698258.728027
57734.4703955381,996828.918457
57734.47039657,762486.694336
57734.4703976064,909658.26416
57734.4703986375,608652.404785
57734.4703996764,970464.96582
57734.4704007113,995593.75
57734.470401741,569793.395996
57734.4704027766,652830.26123
57734.470403809,455096.221924
57734.4704048456,618865.844727
57734.4704058772,362674.285889
57734.4704069253,1520325.195312
57734.4704079512,767013.977051
57734.4704089861,783202.148438
57734.4704100192,651298.950195
57734.4704110548,733924.01123
57734.4704120835,217168.075562
57734.4704131248,795941.345215
57734.4704141657,1333423.583984
57734.470415192,607766.845703
57734.470416226,551854.675293
57734.4704172616,633631.652832
57734.4704182986,834655.273438
57734.4704193313,667839.233398
57734.4704203584,16980.464935
57734.4704214002,639442.016602
57734.4704224349,636266.601562
57734.4704234672,433431.671143
57734.4704245041,631770.080566
57734.4704255368,461620.788574
57734.4704265737,658447.998047
57734.4704276076,588891.357422
57734.4704286446,791075.622559
57734.4704296788,757564.63623
57734.4704307127,690645.751953
57734.4704317501,923604.370117
57734.4704327803,546868.896484
57734.4704338149,541957.458496
57734.4704348505,618970.88623
57734.4704358853,629767.089844
57734.470436928,1329534.667969
57734.470437954,576346.252441
57734.4704389922,886271.911621
57734.4704400306,1208249.145508
57734.4704410643,1126253.173828
57734.470442092,524324.829102
57734.4704431345,1204580.566406
57734.4704441582,261585.662842
57734.4704451939,349112.1521
57734.4704462311,565798.095703
57734.4704472643,445284.545898
57734.4704483023,729329.345703
57734.4704493358,636731.506348
57734.4704503746,993327.331543
57734.4704514069,790741.882324
57734.4704524424,861339.111328
57734.4704534759,762335.449219
57734.4704545129,963189.025879
57734.4704555426,538728.820801
57734.4704565805,820597.65625
57734.470457615,807732.116699
57734.4704586492,766275.634766
57734.4704596855,907511.413574
57734.4704607201,899959.716797
57734.4704617531,758732.299805
57734.4704627901,959388.244629
57734.4704638228,790130.92041
57734.4704648581,851488.525391
57734.4704658921,793544.86084
57734.4704669262,748498.352051
57734.4704679608,739245.239258
57734.4704689939,604907.836914
57734.4704700314,856331.054688
57734.4704710675,980332.03125
57734.470472103,1048664.0625
57734.4704731341,749020.507812
57734.4704741639,329378.356934
57734.470475211,1396989.746094
57734.4704762364,599276.916504
57734.4704772761,1034393.310547
57734.4704783137,1287122.192383
57734.470479341,656677.185059
57734.4704803731,438094.177246
57734.4704814119,790669.494629
57734.4704824462,766307.739258
57734.4704834787,579171.936035
57734.4704845101,295637.695312
57734.4704855481,585633.300781
57734.4704865819,511026.062012
57734.4704876207,874123.962402
57734.4704886538,735481.933594
57734.4704896894,820052.91748
57734.4704907233,756161.010742
57734.4704917564,623696.777344
57734.4704927899,522509.460449
57734.4704938282,831091.674805
57734.4704948637,906881.347656
57734.4704959007,1106151.733398
57734.470496928,473292.449951
57734.4704979665,808850.891113
57734.4704990044,1088408.325195
57734.470500035,739248.413086
57734.4705010711,866907.775879
57734.4705021017,513462.341309
57734.4705031439,1162762.695312
57734.4705041767,1004968.75
57734.4705052069,618066.52832
57734.4705062437,809986.51123
57734.4705072781,785915.83252
57734.4705083122,739796.936035
57734.4705093429,391772.888184
57734.470510379,524567.443848
57734.4705114146,605413.635254
57734.4705124534,955508.361816
57734.470513487,872061.950684
57734.4705145177,529309.997559
57734.4705155553,786434.020996
57734.4705165897,758020.812988
57734.4705176218,541605.895996
57734.4705186622,1034276.245117
57734.4705207341,1255325.561523
57734.4705217649,924637.939453
57734.4705227956,589629.272461
57734.4705238279,380945.281982
57734.4705248633,447404.937744
57734.4705258973,393637.481689
57734.4705269369,817498.168945
57734.4705279697,655471.740723
57734.4705290035,586924.987793
57734.4705300407,804115.234375
57734.4705310731,608006.958008
57734.4705321107,866657.714844
57734.4705331447,804919.128418
57734.4705341755,472426.849365
57734.470535213,723450.500488
57734.4705362427,296685.302734
57734.4705372817,670954.345703
57734.4705383185,855338.867188
57734.4705393506,637205.627441
57734.4705403901,1056546.75293
57734.4705414204,673618.041992
57734.4705424522,428728.515625
57734.4705434908,774543.579102
57734.4705445259,811268.432617
57734.4705455561,423319.244385
57734.4705465964,914681.274414
57734.4705476323,1017829.956055
57734.4705486662,951837.646484
57734.4705496977,684610.656738
57734.4705507301,489525.45166
57734.4705517702,962183.227539
57734.470552802,716071.533203
57734.4705538326,366998.99292
57734.4705548705,644686.706543
57734.4705559068,782811.035156
57734.4705569429,912423.950195
57734.4705579765,820414.367676
57734.470559013,976631.652832
57734.4705600463,861568.237305
57734.4705610743,284906.188965
57734.4705621128,622315.856934
57734.47056315,841483.276367
57734.4705641869,1030152.46582
57734.4705652207,964603.149414
57734.4705662552,944078.063965
57734.4705672898,940579.101562
57734.4705683243,928103.33252
57734.4705693578,828755.615234
57734.4705703924,824475.036621
57734.470571426,736429.56543
57734.4705724602,695566.589355
57734.470573496,792251.525879
57734.4705745299,728706.726074
57734.4705755631,604685.913086
57734.4705766002,812418.334961
57734.4705776346,789376.586914
57734.4705786711,952280.273438
57734.4705796998,440867.218018
57734.4705807367,630621.887207
57734.4705817704,548127.441406
57734.4705828096,945455.200195
57734.4705838404,608206.787109
57734.4705848771,785735.046387
57734.4705859137,959825.866699
57734.4705869504,1128726.928711
57734.470587985,1126120.239258
57734.4705890204,1190520.996094
57734.4705900522,947532.287598
57734.4705910869,948829.956055
57734.4705921188,714804.870605
57734.4705931522,608441.589355
57734.4705941837,336868.103027
57734.4705952209,557068.115234
57734.4705962553,529680.053711
57734.4705972903,557775.634766
57734.4705983282,836516.723633
57734.4705993617,737957.03125
57734.470600393,454591.61377
57734.4706014294,602823.303223
57734.4706024657,744909.301758
57734.4706035025,928934.082031
57734.4706045361,840751.403809
57734.4706055702,795481.567383
57734.4706066067,951620.056152
57734.470607641,924557.739258
57734.470608678,1122197.143555
57734.470609706,550442.016602
57734.4706107417,636694.824219
57734.4706117768,680300.78125
57734.4706128129,801687.62207
57734.4706138465,711400.268555
57734.4706148847,1021029.663086
57734.47061592,1075620.483398
57734.4706169494,617081.848145
57734.4706179861,798753.173828
57734.470619019,645460.266113
57734.4706200544,711066.589355
57734.4706210927,1025418.212891
57734.4706221248,808287.17041
57734.4706231578,660689.819336
57734.4706241888,344388.427734
57734.4706252223,248566.070557
57734.4706262612,612699.829102
57734.4706272939,450010.101318
57734.4706283301,578261.71875
57734.4706293648,579442.565918
57734.4706303974,410658.935547
57734.4706314344,609470.336914
57734.4706324703,716396.911621
57734.4706335036,600846.679688
57734.4706345364,439854.644775
57734.470636612,980686.950684
57734.4706376431,680499.816895
57734.4706386801,881755.737305
57734.4706397107,529358.459473
57734.4706407464,615826.049805
57734.4706417838,860721.801758
57734.4706428168,710734.558105
57734.4706438484,453074.157715
57734.4706448837,506165.771484
57734.4706459186,525065.856934
57734.4706469578,917140.441895
57734.4706479902,729555.419922
57734.470649022,482230.682373
57734.47065006,769927.124023
57734.4706510954,836351.5625
57734.4706521286,709316.040039
57734.4706531608,493810.150146
57734.4706541974,664498.779297
57734.4706552316,628026.123047
57734.4706562671,698923.034668
57734.4706573057,1035483.642578
57734.4706583383,857872.741699
57734.4706593716,743185.058594
57734.4706604029,460200.164795
57734.4706614451,1104130.859375
57734.4706624746,663050.231934
57734.4706635059,369479.370117
57734.4706645437,644823.120117
57734.4706655754,387685.455322
57734.4706666125,601668.640137
57734.4706676469,578594.421387
57734.4706686837,765620.97168
57734.4706697189,815416.015625
57734.4706707516,640237.609863
57734.4706717886,847830.627441
57734.4706728236,873988.525391
57734.4706738553,623829.345703
57734.4706748929,879208.435059
57734.4706759271,833556.152344
57734.470676958,509052.246094
57734.4706779987,1030026.855469
57734.470679032,919070.617676
57734.4706800667,921921.99707
57734.4706811008,869700.927734
57734.4706821327,639422.485352
57734.470683167,607320.556641
57734.4706842038,791557.678223
57734.4706852361,591860.839844
57734.4706862738,847358.215332
57734.4706873098,970897.521973
57734.4706883369,313217.376709
57734.4706893773,811760.742188
57734.470690411,728894.592285
57734.4706914451,680758.117676
57734.4706924773,474037.445068
57734.4706935128,542752.13623
57734.4706945508,830053.344727
57734.4706955877,1022576.965332
57734.4706966209,900410.095215
57734.470697656,939650.512695
57734.4706986897,860714.84375
57734.4706997237,800487.670898
57734.4707007583,797435.36377
57734.4707017933,828403.747559
57734.4707028284,862799.438477
57734.4707038656,1086925.537109
57734.4707048964,751563.598633
57734.4707059302,681484.863281
57734.4707069621,441129.364014
57734.4707080046,1113622.558594
57734.4707090381,1014484.680176
57734.4707100658,416364.501953
57734.470711104,721933.532715
57734.4707121377,639394.40918
57734.4707131765,1003895.507812
57734.4707142061,562032.104492
57734.4707152444,878472.961426
57734.4707162759,608241.455078
57734.4707173167,1135354.614258
57734.4707183573,1646903.198242
57734.4707193778,425823.638916
57734.470720419,996428.405762
57734.4707214558,1177497.070312
57734.4707224833,565609.924316
57734.4707235214,859568.42041
57734.4707245541,690320.556641
57734.4707255861,459675.994873
57734.4707266178,211367.401123
57734.4707276565,556104.797363
57734.4707286939,793938.171387
57734.4707297272,678666.137695
57734.4707307619,683091.491699
57734.4707317918,267465.545654
57734.4707328363,1120566.894531
57734.4707338681,872819.580078
57734.4707349011,731570.43457
57734.4707359342,600936.645508
57734.4707369725,914846.435547
57734.4707380038,625119.32373
57734.4707390376,553453.735352
57734.4707400752,806976.379395
57734.4707411055,427442.626953
57734.4707421437,734561.096191
57734.4707431795,836082.824707
57734.470744214,820072.814941
57734.4707452477,735736.633301
57734.470746278,363238.311768
57734.4707473111,232845.977783
57734.4707483503,620316.711426
57734.4707493833,477544.158936
57734.4707504176,450400.634766
57734.4707514521,437250.793457
57734.4707524893,651977.050781
57734.4707535245,705790.83252
57734.4707545599,764455.444336
57734.4707555948,787177.734375
57734.4707566241,325635.162354
57734.4707576602,447105.926514
57734.4707586932,308796.966553
57734.4707597292,421293.457031
57734.4707607635,392649.505615
57734.4707618006,605199.707031
57734.4707628392,942659.301758
57734.4707638739,946043.823242
57734.4707649116,1208458.618164
57734.4707659421,849806.640625
57734.4707669801,1144260.864258
57734.4707680122,922431.274414
57734.4707690456,818858.398438
57734.470770079,705928.771973
57734.4707711135,689941.711426
57734.4707721481,685313.964844
57734.4707731818,609308.959961
57734.4707742166,619515.014648
57734.4707752555,987911.376953
57734.4707762883,828711.120605
57734.4707773238,898310.119629
57734.470778359,945095.214844
57734.4707793924,842068.29834
57734.4707804319,1253330.322266
57734.4707814601,697691.467285
57734.4707824936,601559.082031
57734.470783529,665917.114258
57734.4707845642,708237.426758
57734.470785597,550661.682129
57734.4707866331,680176.025391
57734.470787668,697537.353516
57734.4707887095,1290238.40332
57734.4707897461,1455631.958008
57734.4707907677,329825.012207
57734.4707918096,956238.40332
57734.4707928391,513355.59082
57734.4707938809,1124684.570312
57734.4707949078,457697.753906
57734.4707959456,729904.968262
57734.4707969777,510966.827393
57734.4707980169,905700.622559
57734.4707990494,719229.614258
57734.4708000879,1045515.991211
57734.470801115,394458.92334
57734.4708021475,210276.733398
57734.470803183,286036.682129
57734.4708042191,406596.893311
57734.4708052583,802049.804688
57734.470806293,810059.936523
57734.4708073267,728073.791504
57734.4708083637,928789.123535
57734.4708093971,815890.136719
57734.4708104278,480144.897461
57734.4708114676,925441.345215
57734.4708124979,548268.615723
57734.470813537,930145.141602
57734.4708145713,900645.446777
57734.4708156056,871186.218262
57734.4708166324,193201.293945
57734.4708176717,593080.688477
57734.4708187092,838490.234375
57734.4708197459,1014398.071289
57734.470820774,451528.625488
57734.4708218146,962210.388184
57734.4708228499,1014015.74707
57734.4708238776,420659.393311
57734.4708249169,819172.607422
57734.4708259498,666292.96875
57734.470826985,714998.22998
57734.4708280238,1074946.044922
57734.4708290556,823508.911133
57734.4708300957,1294930.297852
57734.4708311248,820691.345215
57734.4708321625,1080586.914062
57734.4708331919,629138.85498
57734.4708342291,846327.270508
57734.4708352637,840036.071777
57734.4708362964,678278.991699
57734.4708373324,793080.13916
57734.4708383751,1481578.857422
57734.4708394006,692430.603027
57734.4708404395,1060448.608398
57734.4708414714,822075.134277
57734.4708425103,1192240.600586
57734.4708435428,1002408.203125
57734.470844578,1047651.733398
57734.47084561,820750.427246
57734.4708466441,772563.659668
57734.4708476775,666291.687012
57734.4708487131,747749.145508
57734.4708497478,756596.008301
57734.4708507843,911143.066406
57734.4708518151,581113.708496
57734.4708528532,875318.847656
57734.4708538873,825421.142578
57734.4708549238,986167.236328
57734.4708559615,1247648.193359
57734.4708569937,1044164.672852
57734.4708580276,974647.521973
57734.4708590628,1021835.510254
57734.4708600942,738102.722168
57734.4708611348,1252428.344727
57734.4708621701,1307934.814453
57734.4708631927,269107.696533
57734.4708642392,1293190.795898
57734.4708652689,861945.43457
57734.4708663016,697208.068848
57734.4708673374,798555.114746
57734.4708683743,986318.237305
57734.4708694088,973559.326172
57734.4708704422,871272.949219
57734.4708714752,723424.926758
57734.4708725086,620947.387695
57734.4708735396,307890.106201
57734.4708745772,557091.308594
57734.4708756128,639902.099609
57734.4708766492,785673.400879
57734.4708776819,625007.324219
57734.4708787202,935498.657227
57734.4708797534,814874.511719
57734.4708807837,431645.935059
57734.4708818197,552541.931152
57734.4708828554,639191.162109
57734.4708838912,738576.416016
57734.4708849257,727623.10791
57734.4708859557,324226.959229
57734.470886998,985028.686523
57734.4708880302,770731.262207
57734.4708890652,807223.571777
57734.4708901019,982191.28418
57734.4708911312,518959.533691
57734.4708921658,510565.246582
57734.470893204,823703.857422
57734.4708942404,967085.876465
57734.4708952742,896433.898926
57734.4708963121,1181119.384766
57734.4708973423,795495.97168
57734.470898374,535380.432129
57734.4708994106,709515.441895
57734.4709004431,524849.731445
57734.4709014817,860021.789551
57734.4709025181,1008851.806641
57734.4709035493,711642.822266
57734.4709045872,994007.324219
57734.4709056184,698091.064453
57734.4709066508,506192.321777
57734.4709076861,561470.031738
57734.4709087229,746970.76416
57734.4709097554,556349.975586
57734.4709107875,341011.077881
57734.470911822,321313.842773
57734.4709128594,560948.425293
57734.470913894,560412.658691
57734.4709149268,398881.652832
57734.4709159615,398101.898193
57734.4709169949,291709.533691
57734.470918033,587427.978516
57734.4709190657,421468.017578
57734.470920102,563656.982422
57734.4709211382,697876.586914
57734.4709221736,763730.773926
57734.4709232086,793685.546875
57734.4709242457,1005994.018555
57734.4709252771,724031.860352
57734.4709263107,632704.956055
57734.4709273474,810979.919434
57734.4709283807,693950.378418
57734.4709294119,395008.728027
57734.4709304495,644587.70752
57734.4709314842,653277.46582
57734.4709325188,646072.631836
57734.4709335535,647935.180664
57734.4709345886,690703.735352
57734.4709356222,597737.060547
57734.4709366586,753194.091797
57734.4709376925,683524.414062
57734.4709387287,819557.861328
57734.470939764,875990.112305
57734.470940799,907621.154785
57734.4709418322,778502.258301
57734.4709428657,683029.174805
57734.4709439042,1012852.539062
57734.4709449382,952010.986328
57734.4709459707,769549.499512
57734.4709470076,967250.854492
57734.4709480379,589431.70166
57734.4709490738,695358.459473
